objectid,parentid,filename,format,type,language,creator,rights,subject,class,title,address,tourSiteNumber,date,modified,hasStylePeriod,architect,location,latitude,longitude,imageSource,imageDate,imageRights,description,sameAs
coll137,coll119,0618.jpg,image/jpg,Image;StillImage,,,,,Carpenter builder house,[no title],301 East Cottage Grove Avenue,18a,1905,,,,Cottage Grove Conservation District,39.17276578,-86.53085166,"Wikimedia Commons, User:Nyttend",2012-06-03,,"The three hundred block of East Cottage Grove is tree-lined with herringbone-patterned sidewalks and cut limestone retaining walls. The small, wood frame cottages are vernacular in style with some Queen Anne and Classical Revival details— a common building practice at the turn of the century when they were built. The L-shaped house at 307 East Cottage Grove has Queen Anne decorative scrollwork in the front-facing gable. These simple forms and details are found repeatedly among the houses on this and surrounding streets and on the west side of town. Several variations of the pyramid-roof cottage are found East 10th. One is the house at 317 East 10th. The early residents of these cottages were plumbers, grocers, stone men, and factory workers.",
coll138,coll119,0619.jpg,image/jpg,Image;StillImage,,,,,Gabled-ell,[no title],307 East Cottage Grove Avenue,18b,1905,,,,Cottage Grove Conservation District,39.17280569,-86.53069118,"Wikimedia Commons, User:Nyttend",2012-06-03,,"The three hundred block of East Cottage Grove is tree-lined with herringbone-patterned sidewalks and cut limestone retaining walls. The small, wood frame cottages are vernacular in style with some Queen Anne and Classical Revival details— a common building practice at the turn of the century when they were built. The L-shaped house at 307 East Cottage Grove has Queen Anne decorative scrollwork in the front-facing gable. These simple forms and details are found repeatedly among the houses on this and surrounding streets and on the west side of town. Several variations of the pyramid-roof cottage are found East 10th. One is the house at 317 East 10th. The early residents of these cottages were plumbers, grocers, stone men, and factory workers.",
coll139,coll119,0620.jpg,image/jpg,Image;StillImage,,,,,Pyramidal cottage,[no title],317 East 10th Street,18c,1905,,,,Cottage Grove Conservation District,39.17187343,-86.53029838,"Wikimedia Commons, User:Nyttend",2011-11-08,,"The three hundred block of East Cottage Grove is tree-lined with herringbone-patterned sidewalks and cut limestone retaining walls. The small, wood frame cottages are vernacular in style with some Queen Anne and Classical Revival details— a common building practice at the turn of the century when they were built. The L-shaped house at 307 East Cottage Grove has Queen Anne decorative scrollwork in the front-facing gable. These simple forms and details are found repeatedly among the houses on this and surrounding streets and on the west side of town. Several variations of the pyramid-roof cottage are found East 10th. One is the house at 317 East 10th. The early residents of these cottages were plumbers, grocers, stone men, and factory workers.",
coll140,coll119,0621.jpg,image/jpg,Image;StillImage,,,,,Pyramidal cottage,[no title],711 North Lincoln Street,19,1905,,,,Cottage Grove Conservation District,39.17316385,-86.53125025,"Wikimedia Commons, User:Nyttend",2012-06-05,,"A retired couple, Aquilla and America Huff, and a student, Louis Hastell, are listed as the first residents of this concrete block pyramidal roof cottage in 1909. East and south facing gables and massive cut limestone blocks in the south retaining wall further distinguish the property. A clerk at the Henry & Kerr bakery and an oiler at the Showers Brothers Co. were residents of the house in the 1920s.",
coll141,coll119,0622.jpg,image/jpg,Image;StillImage,,,,,Bungalow,[no title],801 North Lincoln Street,20,1905,,Craftsman (style),,Cottage Grove Conservation District,39.17363876,-86.53126612,"Wikimedia Commons, User:Nyttend",2012-06-05,,"Also built in the first decade of the 20th century, this wood frame, pyramid-roof cottage with a classical porch column and fancy cut roof rafters is sited high above the street with an attractive limestone retaining wall. There is a matching carriage house at the rear. Stone contractor Charles Woolery and his wife, Mabel, lived here from 1916 to the 1920s, when they moved to the newly fashionable Elm Heights neighborhood.",
coll142,coll119,0623.jpg,image/jpg,Image;StillImage,,,,,House,[no title],805 North Lincoln Street,21,1905,,Free Classic Queen Anne style,,Cottage Grove Conservation District,39.17405093,-86.53123137,"Wikimedia Commons, User:Nyttend",2012-06-05,,"J.C. Allen, a carpenter at the Showers Brothers Co., lived here with his wife, Martha, in 1909. The two-story, wood-frame house with Queen Anne and Classical Revival detailing is in keeping with the traditional style of building in this older, eastern part of the district, but it is executed at a grander scale.",
coll143,,0700_combined.pdf,compound_object,Text,en,City of Bloomington,Division of Historic Preservation and Archaeology,North Indiana Avenue Historic District tour,Tour Brochure,A Walk Through the North Indiana Avenue Historic District,,,,,,,,,,,,,,
coll144,coll143,0701.jpg,image/jpg,Image;StillImage,,,,,Fraternity house,Sigma Pi House,201 North Indiana Avenue,1,1929,,Tudor Revival,,North Indiana Avenue Historic District,39.16781414,-86.52717315,"Wikimedia Commons, User:Nyttend",2012-06-13,,"The Beta Chapter of Sigma Pi was established at Indiana University in 1905, reestablished in 1924 and built in this house in 1929. The large Tudor Revival form is distinguished by a cut ashlar limestone facade, large gables, a small entrance gable and half-timbering on the west side. The steeply pitched slate roofs shelter a formerly open arcaded porch on the south and a blind arcaded room on the north. The sigma Pis occupied the house until 1967.",
coll145,coll143,0702.jpg,image/jpg,Image;StillImage,,,,,House,[no title],528 East 7th Street,2,1890,,Queen Anne Revival,,North Indiana Avenue Historic District,39.16835024,-86.52716175,"Wikimedia Commons, User:Nyttend",2012-08-20,,This pyramid-roof wood frame cottage has two gabled bays and a conical roof over the corner of the porch. Bert and Elizabeth Cole lived here from early in this century until the 1940s; Mr. Cole was a civil engineer.,
coll146,coll143,0703.jpg,image/jpg,Image;StillImage,,,,,Gabled-ell,[no title],527 East 7th Street,3,1890,,,John L. Nichols,North Indiana Avenue Historic District,39.16871147,-86.52720527,"Wikimedia Commons, User:Nyttend",2012-08-20,,This wood frame L-shaped cottage with classical cornice and stylized gable vent detail is attributed to Bloomington architect John Nichols. C.P. and Josephine Reed jived here from around 1910 through the 1920s; he was the proprietor of Reed’s Steam Laundry at 309-311 South Lincoln.,
coll147,coll143,0704.jpg,image/jpg,Image;StillImage,,,,,Apartment building,Reed Apartments,307-309 North Indiana Avenue,4,1926,,Colonial Revival (American style),,North Indiana Avenue Historic District,39.16893875,-86.5271837,"Wikimedia Commons, User:Nyttend",2012-06-13,,"At the north end of his lot at 527 East Seventh, C.P. Reed built this four-flat Colonial Revival apartment building. The front is composed of private balconies, one for each flat, and a pedimented entrance portico with fluted pilasters. Robinson Hitchcock, manager of the People’s Insurance & Realty Co. in the former Kresge Building on the square, and his wife, Marjorie, were early and long-time residents. Other residents included Indiana University students and professors. Josephine Reed lived here in the 1930s after the death of her husband.",
coll148,coll143,0705.jpg,image/jpg,Image;StillImage,,,,,House,Vermilya Dodds House,317 North Indiana Avenue,5,1905,,Free Classic Queen Anne style,,North Indiana Avenue Historic District,39.16912524,-86.5272477,"Wikimedia Commons, User:Nyttend",2012-06-13,,"Druggist Oyde Vermilya of the Vermilya Pharmacy at 122 North Walnut and his wife, Angie, were the first residents of this Free Classic style house in 1909. Frederick Dodds, a ticket agent on the Monon Route and later an insurance and real estate salesman, lived here with his wife, Blanche, from the early 1920s into the 1940s. Fancy cut brackets and classical porch columns grouped in threes, colored cut-glass and diamond-paned windows and a slate-shingled, round tower give this one-story cottage a whimsical and delightful grace.",
coll149,coll143,0706.jpg,image/jpg,Image;StillImage,,,,,House,Wylie House,321 North Indiana Avenue,6,1905,,Free Classic Queen Anne style,,North Indiana Avenue Historic District,39.16934852,-86.52722649,"Wikimedia Commons, User:Nyttend",2012-06-13,,"This pyramid-roof cottage has front and side facing gables and classical details such as the porch columns grouped in threes, a colored cut-glass window, fancy cut exposed roof rafters and a modillioned band across the front. Charles Wylie, who with his brother Allan found the Wylie furniture store at 118 North Walnut, lived here with his wife, Etta, from 1909 until the 1930s. Winfred Thrasher, owner of the Griddle restaurant at 421 East Kirkwood, lived here with his wife, Ethel, in the 1930s.",
coll150,coll143,0707.jpg,image/jpg,Image;StillImage,,,,,Duplex,Regester House,401 North Indiana Avenue,7,1905,,Queen Anne Revival,,North Indiana Avenue Historic District,39.16963718,-86.52723582,"Wikimedia Commons, User:Nyttend",2012-06-13,,"Attorney and Monroe County Circuit Court Judge J. Frank Regester and his wife, Alice, lived in this two story wood frame house from 1909 until the 1940s. A comer turret with conical roof identifies the house as Queen Anne in style, and projecting gables, simple porch columns and banded entablatures give the house a classical feel.",
coll151,coll143,0708.jpg,image/jpg,Image;StillImage,,,,,House,[no title],405 North Indiana Avenue,8,1905,,Free Classic Queen Anne style,,North Indiana Avenue Historic District,39.16980722,-86.52722613,"Wikimedia Commons, User:Nyttend",2012-06-13,,"John Foley, a mechanician at Indiana University, and his wife, Nellie, were long-time residents of this two-story, wood frame house with simple classical details. The primary ornament is a front-gabled porch roof supported by Tuscan columns and a south-facing oriel window.",
coll152,coll143,0709.jpg,image/jpg,Image;StillImage,,,,,House,[no title],409 North Indiana Avenue,9,1905,,Dutch Colonial Revival,,North Indiana Avenue Historic District,39.16992904,-86.52726716,"Wikimedia Commons, User:Nyttend",2012-06-13,,"The only Dutch Colonial Revival house in the district, this gambrel roof, two-story, wood frame house was the home of Herschel Black, an assistant to the manager at the Showers Brothers Co., and his wife, Emma, in the 1920s. In the late 1920s and throughout the 1930s and 1940s, this was the home of Arthur Berndt, director of welfare at Showers Brothers and later director of safety at Indiana University, and his wife, Ruth.",
